QueryId    Q0      DocumentName                             Rank      Score                      Relevance     Precision                                Recall           
2          Q0      CACM-2903                                72    2.703972897837799              NR         0.013888888888888888                     0.3333333333333333  
2          Q0      CACM-3008                                73    2.6922924062240456             NR         0.0136986301369863                       0.3333333333333333  
2          Q0      CACM-2801                                74    2.6286669794279556             NR         0.013513513513513514                     0.3333333333333333  
2          Q0      CACM-2537                                75    2.5768377716039126             NR         0.013333333333333334                     0.3333333333333333  
2          Q0      CACM-2559                                76    2.5714084662771097             NR         0.013157894736842105                     0.3333333333333333  
2          Q0      CACM-3087                                77    2.553843126251972              NR         0.012987012987012988                     0.3333333333333333  
2          Q0      CACM-2495                                78    2.534868513936661              NR         0.01282051282051282                      0.3333333333333333  
2          Q0      CACM-1807                                79    2.5236867322352814             NR         0.012658227848101266                     0.3333333333333333  
2          Q0      CACM-3024                                80    2.5133088951736102             NR         0.0125                                   0.3333333333333333  
2          Q0      CACM-3045                                81    2.4918273305588725             NR         0.012345679012345678                     0.3333333333333333  
2          Q0      CACM-2887                                82    2.4741978889053433             NR         0.012195121951219513                     0.3333333333333333  
2          Q0      CACM-2953                                83    2.467796776205849              NR         0.012048192771084338                     0.3333333333333333  
2          Q0      CACM-2965                                84    2.4594656803955877             NR         0.011904761904761904                     0.3333333333333333  
2          Q0      CACM-2816                                85    2.4580243357543603             NR         0.011764705882352941                     0.3333333333333333  
2          Q0      CACM-3069                                86    2.435634746095906              NR         0.011627906976744186                     0.3333333333333333  
2          Q0      CACM-696                                 87    2.4273943832745255             NR         0.011494252873563218                     0.3333333333333333  
2          Q0      CACM-1901                                88    2.424226371712932              NR         0.011363636363636364                     0.3333333333333333  
2          Q0      CACM-2877                                89    2.4186399500345135             NR         0.011235955056179775                     0.3333333333333333  
2          Q0      CACM-2716                                90    2.3967186358362906             NR         0.011111111111111112                     0.3333333333333333  
2          Q0      CACM-3110                                91    2.3548062343004785             NR         0.01098901098901099                      0.3333333333333333  
2          Q0      CACM-2990                                92    2.351458635732637              NR         0.010869565217391304                     0.3333333333333333  
2          Q0      CACM-48                                  93    2.3343592208715878             NR         0.010752688172043012                     0.3333333333333333  
2          Q0      CACM-2033                                94    2.3343450285655574             NR         0.010638297872340425                     0.3333333333333333  
2          Q0      CACM-2998                                95    2.3343049570136936             NR         0.010526315789473684                     0.3333333333333333  
2          Q0      CACM-2931                                96    2.322524478310635              NR         0.010416666666666666                     0.3333333333333333  
2          Q0      CACM-3001                                97    2.318496953319014              NR         0.010309278350515464                     0.3333333333333333  
2          Q0      CACM-2883                                98    2.292408681226256              NR         0.01020408163265306                      0.3333333333333333  
2          Q0      CACM-2923                                99    2.280952799587506              NR         0.010101010101010102                     0.3333333333333333  
2          Q0      CACM-3153                                100   2.2696108458473288             NR         0.01                                     0.3333333333333333  
3          Q0      CACM-2664                                1     4.179234823883618              NR         0.0                                      0.0                 
3          Q0      CACM-1811                                2     4.007067841695312              NR         0.0                                      0.0                 
3          Q0      CACM-2700                                3     3.990409557777677              NR         0.0                                      0.0                 
3          Q0      CACM-2685                                4     3.9528235632572417             NR         0.0                                      0.0                 
3          Q0      CACM-2714                                5     3.750301447154553              NR         0.0                                      0.0                 
3          Q0      CACM-2785                                6     3.735696421713322              NR         0.0                                      0.0                 
3          Q0      CACM-2433                                7     3.682325231574172              NR         0.0                                      0.0                 
3          Q0      CACM-950                                 8     3.651364396397932              NR         0.0                                      0.0                 
3          Q0      CACM-2973                                9     3.6311223912845993             NR         0.0                                      0.0                 
3          Q0      CACM-1828                                10    3.5808775570508273             NR         0.0                                      0.0                 
3          Q0      CACM-392                                 11    3.4598412701413475             NR         0.0                                      0.0                 
3          Q0      CACM-2851                                12    3.4091386270217123             NR         0.0                                      0.0                 
3          Q0      CACM-3059                                13    3.3847426356267696             NR         0.0                                      0.0                 
3          Q0      CACM-2896                                14    3.342049006752017              NR         0.0                                      0.0                 
3          Q0      CACM-1795                                15    3.2830030950750313             NR         0.0                                      0.0                 
3          Q0      CACM-2660                                16    3.2527749721346777             NR         0.0                                      0.0                 
3          Q0      CACM-2342                                17    3.234352901859815              NR         0.0                                      0.0                 
3          Q0      CACM-2895                                18    3.2319702103356254             NR         0.0                                      0.0                 
3          Q0      CACM-3156                                19    3.2064549928691366             NR         0.0                                      0.0                 
3          Q0      CACM-46                                  20    3.173896972847784              NR         0.0                                      0.0                 
3          Q0      CACM-2175                                21    3.1720054154254167             NR         0.0                                      0.0                 
3          Q0      CACM-2401                                22    3.1645735771808825             NR         0.0                                      0.0                 
3          Q0      CACM-3075                                23    3.027393884442734              NR         0.0                                      0.0                 
3          Q0      CACM-2557                                24    2.9567745216329233             NR         0.0                                      0.0                 
3          Q0      CACM-2865                                25    2.926737710031965              NR         0.0                                      0.0                 
3          Q0      CACM-1846                                26    2.902690186632372              NR         0.0                                      0.0                 
3          Q0      CACM-1747                                27    2.8442654600412665             NR         0.0                                      0.0                 
3          Q0      CACM-2570                                28    2.8330546854971863             NR         0.0                                      0.0                 
3          Q0      CACM-3194                                29    2.75765114734839               NR         0.0                                      0.0                 
3          Q0      CACM-2182                                30    2.75765114734839               NR         0.0                                      0.0                 
3          Q0      CACM-2311                                31    2.664071046293171              NR         0.0                                      0.0                 
3          Q0      CACM-2952                                32    2.5955645819048936             NR         0.0                                      0.0                 
3          Q0      CACM-3044                                33    2.5214625327355225             NR         0.0                                      0.0                 
3          Q0      CACM-2514                                34    2.5214625327355225             NR         0.0                                      0.0                 
3          Q0      CACM-2727                                35    2.5124962215212405             NR         0.0                                      0.0                 
3          Q0      CACM-2195                                36    2.487104195014876              NR         0.0                                      0.0                 
3          Q0      CACM-2080                                37    2.456603191352186              NR         0.0                                      0.0                 
3          Q0      CACM-2740                                38    2.3233175397879857             NR         0.0                                      0.0                 
3          Q0      CACM-320                                 39    2.20649148272813               NR         0.0                                      0.0                 
3          Q0      CACM-2266                                40    2.135781403002137              NR         0.0                                      0.0                 
3          Q0      CACM-3120                                41    2.120407793343949              NR         0.0                                      0.0                 
3          Q0      CACM-3175                                42    2.101472381092315              NR         0.0                                      0.0                 
3          Q0      CACM-3073                                43    2.0774012323069075             NR         0.0                                      0.0                 
3          Q0      CACM-1854                                44    2.0774012323069075             NR         0.0                                      0.0                 
3          Q0      CACM-2898                                45    2.0117355435088844             NR         0.0                                      0.0                 
3          Q0      CACM-2967                                46    1.9560419892340937             NR         0.0                                      0.0                 
3          Q0      CACM-1262                                47    1.9040908465258304             NR         0.0                                      0.0                 
3          Q0      CACM-2838                                48    1.8988238210890387             NR         0.0                                      0.0                 
3          Q0      CACM-2515                                49    1.8551207879628258             NR         0.0                                      0.0                 
3          Q0      CACM-1613                                50    1.8358850479335627             R          0.02                                     0.16666666666666666 
3          Q0      CACM-1158                                51    1.7753393440259764             NR         0.0196078431372549                       0.16666666666666666 
3          Q0      CACM-1928                                52    1.7698526724880417             NR         0.019230769230769232                     0.16666666666666666 
3          Q0      CACM-2289                                53    1.7464780642232012             NR         0.018867924528301886                     0.16666666666666666 
3          Q0      CACM-141                                 54    1.6295850006617554             NR         0.018518518518518517                     0.16666666666666666 
3          Q0      CACM-2497                                55    1.6160281723456762             NR         0.01818181818181818                      0.16666666666666666 
3          Q0      CACM-1302                                56    1.6136255087361093             NR         0.017857142857142856                     0.16666666666666666 
3          Q0      CACM-1960                                57    1.6086694636094663             NR         0.017543859649122806                     0.16666666666666666 
3          Q0      CACM-2376                                58    1.5693652238724292             NR         0.017241379310344827                     0.16666666666666666 
3          Q0      CACM-1367                                59    1.4762742358610446             NR         0.01694915254237288                      0.16666666666666666 
3          Q0      CACM-1569                                60    1.4009589723622968             NR         0.016666666666666666                     0.16666666666666666 
3          Q0      CACM-2114                                61    1.3205143734945253             NR         0.01639344262295082                      0.16666666666666666 
3          Q0      CACM-1008                                62    1.1973424223420894             NR         0.016129032258064516                     0.16666666666666666 
3          Q0      CACM-1959                                63    1.1609860485591976             NR         0.015873015873015872                     0.16666666666666666 
3          Q0      CACM-1341                                64    1.1553620986508963             NR         0.015625                                 0.16666666666666666 
3          Q0      CACM-1554                                65    1.135456829961789              NR         0.015384615384615385                     0.16666666666666666 
3          Q0      CACM-1957                                66    1.0892122774217148             NR         0.015151515151515152                     0.16666666666666666 
3          Q0      CACM-1536                                67    1.0554477386649066             NR         0.014925373134328358                     0.16666666666666666 
3          Q0      CACM-2692                                68    1.055106601259324              NR         0.014705882352941176                     0.16666666666666666 
3          Q0      CACM-1325                                69    0.9859719820805661             NR         0.014492753623188406                     0.16666666666666666 
3          Q0      CACM-1603                                70    0.9463309502672353             NR         0.014285714285714285                     0.16666666666666666 
3          Q0      CACM-1200                                71    0.9148054259390482             NR         0.014084507042253521                     0.16666666666666666 
3          Q0      CACM-1409                                72    0.8998174261536023             NR         0.013888888888888888                     0.16666666666666666 
3          Q0      CACM-2060                                73    0.8975518532597111             NR         0.0136986301369863                       0.16666666666666666 
3          Q0      CACM-2723                                74    0.8609660936368253             NR         0.013513513513513514                     0.16666666666666666 
3          Q0      CACM-1471                                75    0.6433366391247063             NR         0.013333333333333334                     0.16666666666666666 
3          Q0      CACM-1380                                76    0.5204025406387435             NR         0.013157894736842105                     0.16666666666666666 
3          Q0      CACM-1601                                77    0.15485259283012076            NR         0.012987012987012988                     0.16666666666666666 
3          Q0      CACM-1468                                78    0.022994041898492634           NR         0.01282051282051282                      0.16666666666666666 
3          Q0      CACM-680                                 79    -0.09343910949588353           NR         0.012658227848101266                     0.16666666666666666 
3          Q0      CACM-321                                 80    -0.12399663539775206           NR         0.0125                                   0.16666666666666666 
3          Q0      CACM-3184                                81    -0.1263614312885867            NR         0.012345679012345678                     0.16666666666666666 
3          Q0      CACM-2698                                82    -0.12743373536673133           NR         0.012195121951219513                     0.16666666666666666 
3          Q0      CACM-584                                 83    -0.13320294216457607           NR         0.012048192771084338                     0.16666666666666666 
3          Q0      CACM-2314                                84    -0.14194236256441686           NR         0.011904761904761904                     0.16666666666666666 
3          Q0      CACM-2833                                85    -0.14588352356451847           NR         0.011764705882352941                     0.16666666666666666 
3          Q0      CACM-3067                                86    -0.14588352356451847           NR         0.011627906976744186                     0.16666666666666666 
3          Q0      CACM-2380                                87    -0.147640397367677             NR         0.011494252873563218                     0.16666666666666666 
3          Q0      CACM-2451                                88    -0.1512842261884703            NR         0.011363636363636364                     0.16666666666666666 
3          Q0      CACM-2669                                89    -0.15190908985453713           NR         0.011235955056179775                     0.16666666666666666 
3          Q0      CACM-2719                                90    -0.1571001765791892            NR         0.011111111111111112                     0.16666666666666666 
3          Q0      CACM-2340                                91    -0.15879593477436466           NR         0.01098901098901099                      0.16666666666666666 
3          Q0      CACM-2887                                92    -0.16265859902008603           NR         0.010869565217391304                     0.16666666666666666 
3          Q0      CACM-2840                                93    -0.1633811806561749            NR         0.010752688172043012                     0.16666666666666666 
3          Q0      CACM-3150                                94    -0.16709257453932314           NR         0.010638297872340425                     0.16666666666666666 
3          Q0      CACM-2941                                95    -0.16940146554064472           NR         0.010526315789473684                     0.16666666666666666 
3          Q0      CACM-2541                                96    -0.17177505927880918           NR         0.010416666666666666                     0.16666666666666666 
3          Q0      CACM-2716                                97    -0.17298697560066426           NR         0.010309278350515464                     0.16666666666666666 
3          Q0      CACM-2355                                98    -0.1763039592057137            NR         0.01020408163265306                      0.16666666666666666 
3          Q0      CACM-2702                                99    -0.17931244809566144           NR         0.010101010101010102                     0.16666666666666666 
3          Q0      CACM-2524                                100   -0.18333475892311532           NR         0.01                                     0.16666666666666666 
4          Q0      CACM-3148                                1     6.5456176477293395             NR         0.0                                      0.0                 
4          Q0      CACM-3137                                2     6.510598709333227              NR         0.0                                      0.0                 
4          Q0      CACM-3135                                3     6.1672590199573                NR         0.0                                      0.0                 
4          Q0      CACM-855                                 4     5.629235975865022              NR         0.0                                      0.0                 
4          Q0      CACM-3145                                5     5.3075326226483535             NR         0.0                                      0.0                 
4          Q0      CACM-3084                                6     5.174711583902627              NR         0.0                                      0.0                 
4          Q0      CACM-3128                                7     5.134112154712568              R          0.14285714285714285                      0.08333333333333333 
4          Q0      CACM-320                                 8     5.119390850396771              NR         0.125                                    0.08333333333333333 
4          Q0      CACM-527                                 9     4.8220084353737125             NR         0.1111111111111111                       0.08333333333333333 
4          Q0      CACM-944                                 10    4.7829405247624415             NR         0.1                                      0.08333333333333333 
4          Q0      CACM-616                                 11    4.73865185625731               NR         0.09090909090909091                      0.08333333333333333 
4          Q0      CACM-3119                                12    4.724789500288015              NR         0.08333333333333333                      0.08333333333333333 
4          Q0      CACM-758                                 13    4.537871958142691              NR         0.07692307692307693                      0.08333333333333333 
4          Q0      CACM-657                                 14    4.350152462646719              NR         0.07142857142857142                      0.08333333333333333 
4          Q0      CACM-849                                 15    4.333629875682945              NR         0.06666666666666667                      0.08333333333333333 
4          Q0      CACM-954                                 16    4.161695799756436              NR         0.0625                                   0.08333333333333333 
4          Q0      CACM-52                                  17    4.103412865372688              NR         0.058823529411764705                     0.08333333333333333 
4          Q0      CACM-3139                                18    4.085784701836079              NR         0.05555555555555555                      0.08333333333333333 
